Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,axes_0,axes_1,axes_2,axes_3,axes_4,axes_5,axes_6,axes_7,buttons_0,buttons_1,buttons_2,buttons_3,buttons_4,buttons_5,buttons_6,buttons_7,buttons_8,buttons_9,buttons_10
1636570693.6557422,65162,1636570693,655524502,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.7431256771087646,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.6723049,65163,1636570693,672194673,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.69569993019104,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.6890054,65164,1636570693,688876952,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6798913478851318,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.70563,65165,1636570693,705530138,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.7223845,65166,1636570693,722205863,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.738955,65167,1636570693,738843617,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6087222099304199,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.7557094,65168,1636570693,755537771,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.7723155,65169,1636570693,772187946,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.7889676,65170,1636570693,788862330,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.805685,65171,1636570693,805533107,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.823055,65172,1636570693,822217401,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.8389692,65173,1636570693,838848915,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.8558357,65174,1636570693,855600538,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.8723493,65175,1636570693,872192308,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.8889487,65176,1636570693,888856056,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9056787,65177,1636570693,905555306,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9226973,65178,1636570693,922193449,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9389458,65179,1636570693,938860442,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9556587,65180,1636570693,955533753,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.5850093364715576,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9732141,65181,1636570693,972364518,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.616626501083374,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570693.9891255,65182,1636570693,988906328,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0065262,65183,1636570694,6408254,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6719870567321777,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0223143,65184,1636570694,22194841,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6798913478851318,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0390105,65185,1636570694,38867266,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6798913478851318,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0556371,65186,1636570694,55515178,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6798913478851318,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0723817,65187,1636570694,72196484,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.69569993019104,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.0890915,65188,1636570694,88857243,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.69569993019104,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1056538,65189,1636570694,105518099,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.69569993019104,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1227107,65190,1636570694,122472100,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1397557,65191,1636570694,138859726,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1556041,65192,1636570694,155522530,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1723416,65193,1636570694,172182470,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.1890101,65194,1636570694,188867014,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.2057436,65195,1636570694,205524903,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6561479568481445,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.2225554,65196,1636570694,222421604,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.2389262,65197,1636570694,238846529,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.2557595,65198,1636570694,255541085,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.272284,65199,1636570694,272182084,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.2889507,65200,1636570694,288852216,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.3057508,65201,1636570694,305590370,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.3223786,65202,1636570694,322190867,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.338938,65203,1636570694,338845032,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.355613,65204,1636570694,355516785,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.3723419,65205,1636570694,372206874,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.3889246,65206,1636570694,388850219,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.4056418,65207,1636570694,405530838,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.4224515,65208,1636570694,422220306,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.4390442,65209,1636570694,438871923,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.455615,65210,1636570694,455519645,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.4723408,65211,1636570694,472196608,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.4889898,65212,1636570694,488857633,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.5056505,65213,1636570694,505516906,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.5223477,65214,1636570694,522196032,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.5389643,65215,1636570694,538845208,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.5557075,65216,1636570694,555535649,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.572389,65217,1636570694,572199459,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.5889914,65218,1636570694,588862322,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6056378,65219,1636570694,605532969,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6225924,65220,1636570694,622206272,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6389794,65221,1636570694,638850756,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6556854,65222,1636570694,655528055,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6723714,65223,1636570694,672240969,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.6901305,65224,1636570694,690032169,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7056792,65225,1636570694,705525346,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7223659,65226,1636570694,722194865,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7389278,65227,1636570694,738845520,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7556882,65228,1636570694,755540572,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7724187,65229,1636570694,772208510,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.7889657,65230,1636570694,788857088,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.8057642,65231,1636570694,805619461,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.822306,65232,1636570694,822197732,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570694.8389986,65233,1636570694,838865960,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.3557653,65234,1636570695,355631681,joystick,0.02371288277208805,-6.103701889514923e-05,-1.0,0.0,-0.6324350833892822,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1636570695.8580954,65235,1636570695,857881421,joystick,-0.3715933859348297,-6.103701889514923e-05,-1.0,0.0,-0.6403393745422363,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.8602543,65236,1636570695,860131782,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.7510300278663635,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.8768623,65237,1636570695,876728180,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.7668386101722717,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.8934677,65238,1636570695,893381849,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.7668386101722717,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.9101946,65239,1636570695,910065684,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.7826471924781799,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.9268143,65240,1636570695,926713077,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8063600659370422,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.9435165,65241,1636570695,943391431,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.960185,65242,1636570695,960050156,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.9768386,65243,1636570695,976725122,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570695.998666,65244,1636570695,998503328,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0105135,65245,1636570696,10061364,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0268426,65246,1636570696,26716308,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8142643570899963,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0435674,65247,1636570696,43394758,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8300729393959045,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0601456,65248,1636570696,60039196,joystick,-0.7510300278663635,0.0711386427283287,-1.0,0.0,-0.8300729393959045,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0785866,65249,1636570696,78417196,joystick,-0.7668386101722717,0.0711386427283287,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.0946982,65250,1636570696,94563171,joystick,-0.7826471924781799,0.0790429413318634,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.1105664,65251,1636570696,110399030,joystick,-0.790551483631134,0.0790429413318634,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.1268983,65252,1636570696,126742612,joystick,-0.8063600659370422,0.1027558222413063,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.1442533,65253,1636570696,144145059,joystick,-0.8063600659370422,0.1264687031507492,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.1601985,65254,1636570696,160063666,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.176829,65255,1636570696,176717615,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.196496,65256,1636570696,196403937,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.210236,65257,1636570696,210094267,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.2268767,65258,1636570696,226727253,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.243474,65259,1636570696,243373550,joystick,-0.8142643570899963,0.1422772854566574,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.2601638,65260,1636570696,260047092,joystick,-0.8142643570899963,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.2768393,65261,1636570696,276709745,joystick,-0.8142643570899963,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.2935007,65262,1636570696,293390015,joystick,-0.8142643570899963,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3101943,65263,1636570696,310059608,joystick,-0.8142643570899963,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3268473,65264,1636570696,326710832,joystick,-0.8142643570899963,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3435214,65265,1636570696,343383869,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3603494,65266,1636570696,360067253,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3768187,65267,1636570696,376724047,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.3944087,65268,1636570696,393419455,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.4101515,65269,1636570696,410049959,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.427266,65270,1636570696,427145888,joystick,-0.8300729393959045,0.2134159356355667,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.4435613,65271,1636570696,443394680,joystick,-0.8300729393959045,0.173894464969635,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.4601727,65272,1636570696,460046890,joystick,-0.8300729393959045,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.476842,65273,1636570696,476720191,joystick,-0.8300729393959045,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.4953935,65274,1636570696,494700514,joystick,-0.8300729393959045,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5102386,65275,1636570696,510071615,joystick,-0.8300729393959045,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5268111,65276,1636570696,526711511,joystick,-0.8300729393959045,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5435276,65277,1636570696,543400498,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5601907,65278,1636570696,560061570,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5769339,65279,1636570696,576755444,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.5934832,65280,1636570696,593375869,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.6101868,65281,1636570696,610047370,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.627653,65282,1636570696,626715732,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.644251,65283,1636570696,643377941,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.6604674,65284,1636570696,660098792,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.6768327,65285,1636570696,676714871,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.6935167,65286,1636570696,693375383,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7101965,65287,1636570696,710053786,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7268536,65288,1636570696,726721564,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7435496,65289,1636570696,743398308,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7601988,65290,1636570696,760062373,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7769175,65291,1636570696,776731878,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.7934513,65292,1636570696,793351411,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8101344,65293,1636570696,810052891,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8268435,65294,1636570696,826716260,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8434846,65295,1636570696,843377318,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8610852,65296,1636570696,860049208,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8768964,65297,1636570696,876713229,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.8955243,65298,1636570696,893417764,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.9101586,65299,1636570696,910050782,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.9268708,65300,1636570696,926721471,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1636570696.9435177,65301,1636570696,943371814,joystick,-0.8458815217018127,0.1501815915107727,-1.0,0.0,-0.8379772305488586,-1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
